0	3009	1.3756889415039075
0	4035	1.3143366112890598
0	4937	1.1805605358332538
0	458	2.03925925295808
0	4304	1.3397973057709427
0	3346	1.2566983978946702
0	3667	1.4582481029181142
0	22	1.3574172548485657
0	2648	1.558429483434298
0	280	1.5629705313059041
0	4889	1.6116559128550574
0	1625	1.3962808114887566
0	1885	1.0982110170914425
0	2015	1.2530442315395496
0	3237	1.172204677282826
0	1063	1.4303189914171064
0	3816	1.3669117037169816
0	4521	2.1244115664666423
0	4009	1.5755672242033432
0	426	1.151409430676307
0	1642	1.2410321688149124
0	3756	1.1152199717066946
0	2541	1.5900240165982478
0	4717	1.0936832992953884
0	689	1.2712713287779682
0	2678	1.5165563404711135
0	189	1.569892718811129
0	3005	1.2084203590649576
0	2047	1.7085484095163357
1	3648	1.1814245082028414
1	129	1.0504300804952535
1	67	1.095618035175536
1	4035	1.3088973814340052
1	2756	1.41207631392672
1	3908	1.443835117090574
1	3526	1.3029208454158467
1	71	1.5560684725069265
1	2761	1.3975659598411971
1	3402	1.4155443371781864
1	394	1.286400786748904
1	2572	1.1640859018687824
1	591	1.1254644278340147
1	3987	1.2213365755162617
1	2837	1.787866927941141
1	277	1.3669713770420182
1	4311	1.2876415472378104
1	2007	1.2370244275960915
1	4056	1.504519152874202
1	2265	1.2024678904129302
1	158	1.4514358495965838
1	2657	1.2334398454037103
1	2468	1.7432252787131464
1	361	1.3408220238239346
1	1456	1.452509259079452
1	3697	1.4524129119483475
1	3123	1.4777412297811543
1	1203	1.6040494644510628
1	3837	2.007271502164097
2	258	1.7793503338457843
2	4483	1.8557144999548236
2	3396	1.5953058361011254
2	4491	1.5973823344410714
2	1548	1.3071685733369764
2	3020	1.8131371933315181
2	3470	1.553743262079544
2	591	1.2940558129837338
2	2834	1.4377460687671677
2	3156	1.754079614561027
2	2389	1.7846745257227679
2	3862	1.098989064570688
2	664	1.2412914657389855
2	4378	1.9794920340700215
2	1884	1.8718617163704518
2	2524	1.517590309911133
2	4444	1.3801483463027773
2	4701	1.3745834722271437
2	3870	1.7421477492868314
2	357	1.3026544360076553
2	4329	1.452624348510286
2	3499	1.39703847702908
2	1966	1.4064576495004355
2	1007	1.1445826642176191
2	3377	2.011654061126645
2	434	1.769999335598056
2	4403	2.227107682432832
2	3828	1.6801849627605385
2	3574	1.3030847839956552
2	1147	1.1546020667193002
2	382	1.6962601747602073
2	3839	1.4233843418464993
3	1602	1.3226483448561783
3	3974	1.4068232687944169
3	135	1.5304661744437476
3	2184	1.300682447951396
3	587	1.2455504442971055
3	2255	1.3530886777793076
3	1040	1.1728624068595046
3	3924	1.7575904125568191
3	3605	1.2905125065105725
3	3479	1.2079566088869624
3	2585	1.4622773812185361
3	3483	1.6357435644237812
3	413	1.4304452407273147
3	3425	1.3198664494578152
3	1186	1.1908027155441232
3	2786	1.2136408146159587
3	2467	1.5000165655855044
3	3685	1.3312055535353853
3	3751	1.2703065344335034
3	2795	1.1191405422253469
3	2603	1.4074383745555759
3	4014	1.5777340710655676
3	1008	1.5373603593676692
3	1330	1.399560856705321
3	1075	1.2633855455982295
3	3508	1.1604136514306178
3	2549	1.5695386550520776
3	3639	1.7043200870437865
3	1913	1.2097059414440858
3	58	1.2369432327065226
3	3835	1.2090762067200769
3	252	1.1559360502822933
3	1277	1.6682833323730448
4	2048	1.766405102521222
4	3777	1.5547147978137597
4	4098	1.484259567536807
4	4035	1.4175294078416325
4	2372	1.4549241049660808
4	4428	1.0603134803986058
4	204	1.0945256271180235
4	3277	1.0953850683365662
4	4750	1.9840407501537178
4	912	1.3127541280125334
4	2065	1.2641526135015233
4	1426	1.230183441058209
4	2451	1.3508374114958652
4	3735	1.3333249149381365
4	2648	1.5368922633428537
4	3353	1.3234649906687377
4	1311	1.2424480910775293
4	4449	1.1024963384966913
4	546	1.3801453600709532
4	356	1.5777228757158073
4	3048	1.381892148541693
4	4011	1.2869053912733341
4	1132	1.8966883600851636
4	2607	1.529857773601915
4	2356	1.1821070238844986
4	4087	1.7486952443947479
4	4856	1.2623548228766794
4	633	1.5664532202380945
4	893	1.6521495174280396
5	1474	1.45992613747398
5	323	1.4190296580749524
5	1028	1.2450709961393227
5	4231	1.618386422190253
5	1352	2.128904864396141
5	3528	1.8134077800408588
5	1994	1.6543289900079057
5	2317	1.2401569399849446
5	4621	1.1085409620376159
5	3086	1.5658068879287559
5	2702	1.30015402437009
5	4113	1.2756731776415535
5	721	1.219962358008697
5	3796	1.3002257553084138
5	1941	1.7765288750249337
5	1303	2.3274303927292754
5	2201	1.0496655381761446
5	4954	1.3797512372528353
5	2526	1.605823219329737
5	2784	1.2867236280093144
5	291	1.7555257461884475
5	2535	1.4610736166059617
5	4264	1.7188334749587129
5	2028	1.2090993810810386
5	2221	1.4262131529171405
5	2798	1.5930254304274216
5	2478	1.1587030702177816
5	434	1.6016972653427608
5	4662	1.8134479363563094
5	1786	1.5533064258587228
5	1147	1.2036164724566165
5	1982	1.4787441351993835
6	2784	1.3231760461899835
6	4896	1.337709458137523
6	3841	1.3760380932625067
6	3202	1.4625840866725985
6	1956	1.049414453076077
6	2214	1.159379165707698
6	4073	1.7935295899291566
6	3082	1.6687737181903284
6	4683	1.4057067320945766
6	2156	2.043710232472843
6	2800	1.2648937509699882
6	2256	1.16712373433263
6	433	1.4723577643414738
6	3986	1.3176056411830794
6	50	1.7243248287063309
6	4626	1.325176633503485
6	4498	1.3704431083488942
6	2967	1.229792649471722
6	2903	1.3310537694502658
6	1947	1.4368086106245022
6	1246	1.159146704394025
6	3007	1.0417145981293117
6	3903	1.3692732309346316
7	3396	1.2767635834651998
7	4933	1.693954385419111
7	4519	1.262983138106411
7	583	1.2220378512648418
7	2696	1.508111274734572
7	4329	1.2179064550721168
7	1097	1.2293520857030078
7	3306	1.0873266459760478
7	3979	1.292666508770648
7	4524	1.6739685535998752
7	2417	1.5655662305991243
7	1713	1.4837888987425294
7	4563	1.3105824884873765
7	3924	1.4618955702968903
7	3508	1.280048450449756
7	2137	1.5680406566869471
7	185	1.57640731843527
7	3737	1.1448573672554359
7	828	1.298404382982092
7	252	1.034145107165063
7	2589	1.2081187227433698
7	1917	1.417510018707151
7	3230	1.264253065958298
7	2687	1.14328341033869
8	2372	1.8803819879717176
8	2117	1.2034187904247329
8	1799	1.4887410057473474
8	1869	1.7994535083477667
8	1934	1.298898621079274
8	1102	1.3285031813354995
8	79	1.0340778718032073
8	1999	1.3018925391816363
8	3924	1.4011484054391605
8	3222	1.6503343031318316
8	4502	1.3988821971226981
8	3223	1.7452949009564218
8	281	1.6331604910293867
8	2077	1.580239517241905
8	1824	1.170204366718821
8	2339	1.5029908821854518
8	4516	2.2830209541133573
8	2281	1.3595038037932237
8	3178	1.9911573423674063
8	2731	1.8067512148759999
8	179	1.296762969605468
8	3771	1.1326833272787873
8	3900	1.5171325204366573
8	2428	1.5365604783202298
8	4926	1.5274975854225963
9	1408	1.541873548456631
9	4608	1.3102254501162176
9	3394	1.4355655187325476
9	4	1.2277648013170808
9	132	1.2228706739825639
9	3781	1.2889325744200963
9	1031	1.1085945872121612
9	649	1.1839749365364933
9	1737	1.5119654222203187
9	265	1.0573751934335724
9	2570	1.7473178664839732
9	4300	1.28452029867868
9	4561	1.4302217125337882
9	3923	1.3860277142354698
9	1749	1.5718451005689131
9	4502	1.5807184730468071
9	727	1.1821711257415604
9	3736	1.1824283225123369
9	3356	1.596579887851349
9	1244	1.9652686268639794
9	4199	1.4278108235946403
9	554	1.4464517190435722
9	2666	1.5086132876454492
9	619	1.608105108579885
9	1136	1.3942945658222397
9	2228	1.7287803415861789
9	4661	1.4526747815304892
9	1401	1.4485291125680768
9	4155	1.2729710407542223
10	2306	1.3800286784737277
10	4229	1.316749102318472
10	3269	1.179470599590251
10	4941	1.2288814482341632
10	1873	1.1199743072386432
10	1682	1.52816902365154
10	3218	1.38159106922209
10	3349	1.6209683100477612
10	918	1.4782228532932746
10	3289	1.6191699076365431
10	4249	1.2503567637007136
10	4378	2.0175535104399036
10	1755	2.046441959722409
10	2464	1.4153188197780182
10	4512	1.2884970750870979
10	4514	1.0910256604212032
10	1382	1.6717835073029534
10	490	1.5018650374575135
10	4524	1.5735143260013844
10	4462	1.944701770593368
10	3762	1.3774867687882248
10	947	1.3916273416351732
10	2806	1.8782397892408544
10	568	1.4549489828253468
10	3961	1.3510407304047618
10	1662	1.6597450053501255
10	3263	1.2874069184908783
10	3903	1.3451651369084332
11	1473	1.5684598128544034
11	4865	1.970726044433112
11	3651	1.8675311374553871
11	2117	1.3454928451049053
11	3531	1.3078180410315223
11	1675	1.604454380768027
11	976	1.4909741635113256
